@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
2,62.2,32.4,5.4,96.3,59.9,31.1,5.3,3.7,2.3,1.3,0.1,3.8,0.6,1.8,0.7,29.7,0.9,1.6,60.7,0.3,0.6,0.2,3.0,0.1,0.8,1.1,0.0,88.9,5.2,0.2,13.6,0.2,15.3,31.8,36.2,2.7,0.2,1.2,21.8,30.2,21.6,14.0,6.1,5.0,2.3,6.1,12.7,27.3,21.8,24.7,5.0,79.3,16.2,4.5,8.8,68.5,18.2,4.0,0.5,0.1,59.4,14.8,0.2,0.1,16.0,8.1,0.0,0.1,0.1,1.1,88.5,8.7,2.8,97.5,1.7,0.2,0.1,0.2,0.3,93.1,55.8,16.6,2.7,12.7,4.9,0.2,0.0,0.2,6.9,1.5,5.4,82.6,11.8,5.6,48.3,40.6,11.1,13.4,3.2,2.8,0.6,1.8,76.9,0.0,1.0,0.0,0.3,97.8,79.6,18.3,1.9,0.8,1.1,0.3,69.9,16.3,87.7,9.4,14.5,5.2,65.2,17.0,65.0,50.0,18.6,19.9,3.0,93.6,3.9,2.1,1.5,0.7,0.5,62.2,32.4,5.4,96.3,59.9,31.1,5.3,3.7,2.3
0,46.3,46.5,7.2,97.0,45.0,44.9,7.1,3.0,1.3,1.5,0.2,14.1,0.1,18.7,2.1,45.6,0.7,1.1,17.5,0.1,0.5,0.1,4.2,0.0,0.7,0.8,0.0,91.5,2.1,0.2,49.5,0.2,27.0,9.0,13.5,0.8,0.1,1.1,22.9,34.0,20.6,11.9,5.0,4.4,1.9,5.3,10.5,22.7,22.8,30.1,6.8,97.9,1.1,0.9,8.6,64.6,21.0,5.0,0.7,0.2,34.5,14.8,0.3,0.1,31.4,14.8,0.0,1.0,0.1,3.0,70.0,17.8,12.2,94.7,3.4,0.1,0.3,0.3,1.1,62.9,3.2,10.6,5.5,29.6,13.2,0.3,0.3,0.2,37.1,5.4,31.7,59.5,26.0,14.4,4.2,67.3,28.5,26.0,40.9,16.4,0.1,0.2,14.8,0.0,1.2,0.0,0.3,81.4,45.2,36.2,18.3,8.2,10.1,0.3,47.8,9.0,65.5,0.9,3.2,3.2,64.7,5.9,61.2,29.5,7.5,2.0,10.9,83.2,14.0,2.5,2.1,0.3,0.3,46.3,46.5,7.2,97.0,45.0,44.9,7.1,3.0,1.3
1,49.2,43.8,7.0,96.9,47.7,42.3,6.8,3.1,1.5,1.5,0.1,12.4,0.1,15.4,1.8,44.1,0.8,1.2,24.0,0.2,0.5,0.2,3.8,0.0,0.7,0.9,0.0,90.9,2.8,0.2,43.0,0.2,25.3,13.5,16.7,1.3,0.1,1.2,22.4,33.8,21.0,12.3,5.0,4.2,1.9,5.3,10.5,23.4,22.8,29.4,6.7,95.4,3.3,1.2,8.4,65.1,20.8,4.9,0.7,0.1,35.7,13.1,0.3,0.1,30.2,17.1,0.0,0.8,0.1,2.7,73.6,15.6,10.8,95.2,3.1,0.1,0.3,0.3,1.0,67.7,9.5,15.5,5.0,25.6,11.4,0.3,0.2,0.2,32.3,4.4,28.0,63.8,23.2,13.0,9.6,65.1,25.4,23.6,33.5,14.4,0.1,0.3,26.8,0.0,1.0,0.0,0.3,84.2,51.7,32.5,15.5,7.0,8.5,0.3,50.1,8.9,69.5,1.8,5.0,3.4,65.6,7.0,61.7,32.7,8.7,4.3,9.7,85.0,12.5,2.2,1.8,0.4,0.3,49.2,43.8,7.0,96.9,47.7,42.3,6.8,3.1,1.5
2,59.9,34.1,5.9,96.5,57.8,32.8,5.9,3.5,2.2,1.3,0.1,6.0,0.3,3.7,0.7,38.8,1.1,1.5,47.5,0.3,0.4,0.4,2.4,0.1,1.0,1.4,0.0,88.8,5.4,0.1,19.2,0.2,19.2,30.0,28.2,3.1,0.1,1.6,20.5,33.0,22.7,13.7,5.0,3.6,1.8,5.3,10.7,26.2,22.6,26.8,6.5,86.4,11.3,2.3,8.0,66.9,20.0,4.5,0.6,0.1,40.1,6.9,0.1,0.1,25.5,25.1,0.0,0.2,0.1,1.9,86.7,7.8,5.5,97.0,1.7,0.1,0.1,0.3,0.8,85.0,32.1,33.0,3.2,10.9,4.9,0.6,0.0,0.4,15.0,0.7,14.3,79.5,12.8,7.7,29.1,56.9,13.9,14.9,6.6,6.8,0.1,0.5,70.3,0.0,0.3,0.0,0.3,94.1,75.2,18.9,5.6,2.6,2.9,0.3,58.4,8.3,84.1,5.1,11.7,4.3,68.6,11.3,63.8,44.1,13.0,12.9,5.2,91.4,6.7,1.4,0.8,0.6,0.5,59.9,34.1,5.9,96.5,57.8,32.8,5.9,3.5,2.2
0,44.9,48.0,7.1,92.6,41.5,44.4,6.7,7.4,3.4,3.6,0.3,13.0,0.2,19.3,2.8,27.3,0.7,1.1,35.2,0.5,0.6,0.1,4.8,0.1,1.0,1.3,0.0,85.5,6.4,0.2,35.2,0.1,8.7,15.6,38.1,2.1,0.1,0.7,21.5,34.2,21.6,12.3,5.2,4.4,1.7,5.0,9.7,22.6,23.3,30.1,7.6,96.8,1.7,1.5,7.3,62.9,22.7,5.8,1.0,0.2,31.6,11.6,0.2,0.1,9.8,43.0,0.0,0.1,0.1,3.5,77.5,15.6,6.8,96.5,2.1,0.1,0.1,0.3,0.9,77.3,5.7,35.3,6.9,26.6,1.9,0.5,0.1,0.3,22.7,1.4,21.3,72.0,14.0,14.0,12.0,76.1,11.9,8.7,2.7,47.0,0.1,0.9,38.1,0.0,2.0,0.0,0.4,92.0,66.7,25.3,7.6,2.5,5.1,0.4,61.5,14.7,81.1,1.8,4.3,4.4,67.8,7.4,74.4,48.4,11.0,4.3,4.2,83.4,13.2,2.7,2.2,0.5,0.7,44.9,48.0,7.1,92.6,41.5,44.4,6.7,7.4,3.4
1,52.7,41.4,5.9,94.4,50.0,38.8,5.6,5.6,2.7,2.6,0.2,9.5,0.4,12.1,1.9,19.8,0.9,1.1,53.9,0.5,0.5,0.2,3.6,0.1,0.8,1.2,0.0,86.8,6.6,0.1,23.1,0.1,7.3,25.3,40.9,2.8,0.4,0.9,20.7,31.5,21.9,13.8,6.2,5.0,2.1,5.9,11.2,24.9,22.5,26.9,6.5,90.0,7.9,2.1,8.5,65.1,20.5,5.0,0.8,0.2,46.6,10.8,0.1,0.1,7.0,32.9,0.0,0.1,0.0,2.3,84.9,10.8,4.3,97.6,1.5,0.1,0.1,0.2,0.6,85.6,32.2,29.1,4.9,17.2,1.3,0.6,0.1,0.2,14.4,1.0,13.4,80.8,9.6,9.6,33.7,54.8,11.5,7.4,1.8,29.1,0.1,1.8,57.8,0.0,1.5,0.0,0.4,94.7,75.9,18.8,4.9,1.6,3.2,0.4,68.1,16.4,85.3,6.7,8.5,5.5,66.8,11.6,70.0,53.6,15.8,12.7,3.3,87.4,9.7,2.2,1.7,0.6,0.7,52.7,41.4,5.9,94.4,50.0,38.8,5.6,5.6,2.7
2,63.5,32.2,4.2,96.9,61.8,30.9,4.2,3.1,1.7,1.3,0.1,4.6,0.6,2.1,0.6,9.3,1.2,1.1,79.9,0.5,0.4,0.4,2.0,0.1,0.6,0.9,0.1,88.6,6.8,0.1,6.5,0.1,5.4,38.7,44.7,3.7,0.8,1.1,19.6,27.8,22.3,15.8,7.5,5.8,2.7,7.0,13.4,28.1,21.4,22.4,5.1,80.7,16.4,2.9,10.2,68.1,17.3,3.8,0.5,0.1,67.3,9.8,0.0,0.1,3.1,19.0,0.0,0.0,0.0,0.6,94.9,4.1,0.9,99.1,0.6,0.0,0.1,0.1,0.2,96.9,68.7,20.5,2.1,4.3,0.5,0.7,0.0,0.1,3.1,0.5,2.5,92.9,3.6,3.5,63.7,25.4,10.9,5.6,0.7,4.4,0.1,3.0,85.1,0.0,0.8,0.1,0.3,98.5,88.6,9.9,1.2,0.4,0.8,0.3,77.1,18.6,91.0,13.5,14.3,7.0,65.3,17.5,63.8,60.9,22.4,24.4,2.0,92.9,4.9,1.6,0.9,0.7,0.6,63.5,32.2,4.2,96.9,61.8,30.9,4.2,3.1,1.7
0,37.0,55.2,7.8,95.8,35.2,53.0,7.7,4.2,1.8,2.2,0.2,13.7,0.3,25.7,2.1,19.5,0.7,1.0,36.6,0.5,1.1,0.1,6.6,0.1,1.3,1.1,0.0,82.5,6.7,0.4,48.5,0.2,7.8,8.9,32.6,1.7,0.3,1.1,24.6,33.7,21.3,11.3,4.5,3.5,1.4,5.0,9.3,20.4,23.3,33.2,7.4,96.7,1.5,1.8,8.5,65.6,20.2,4.8,0.8,0.1,10.7,2.8,0.2,0.1,48.8,35.0,0.0,0.1,0.0,2.3,92.4,5.8,1.8,93.1,4.5,0.2,0.2,0.5,1.4,60.8,8.6,33.5,2.7,14.3,0.8,0.6,0.1,0.3,39.2,1.3,37.9,45.1,37.3,17.6,10.3,77.4,12.3,6.4,5.3,50.4,0.2,1.9,33.9,0.0,1.6,0.0,0.3,92.0,57.0,35.0,7.8,2.8,5.0,0.3,52.6,15.6,80.6,2.0,4.0,4.5,66.6,3.2,71.9,42.7,7.4,3.4,5.4,80.9,14.7,3.5,2.6,0.9,0.9,37.0,55.2,7.8,95.8,35.2,53.0,7.7,4.2,1.8
1,45.4,48.1,6.5,96.0,43.6,46.2,6.3,4.0,1.9,1.9,0.1,10.6,0.3,13.8,1.4,13.8,0.7,0.9,58.0,0.5,0.8,0.2,4.1,0.1,1.0,0.8,0.1,85.3,7.4,0.3,27.3,0.2,7.5,24.4,37.8,2.4,0.4,1.1,25.7,32.4,20.9,11.7,4.5,3.6,1.9,5.8,11.1,23.5,23.0,28.7,6.0,89.5,8.7,1.8,9.4,67.6,18.3,4.0,0.6,0.1,41.9,3.6,0.1,0.1,26.1,26.6,0.0,0.1,0.0,1.5,93.2,5.4,1.4,96.0,2.6,0.2,0.1,0.3,0.8,79.0,44.2,22.3,2.2,8.6,0.4,1.0,0.0,0.2,21.0,0.9,20.2,68.4,21.3,10.3,42.9,48.2,8.8,5.8,2.9,25.7,0.3,5.6,58.3,0.0,1.2,0.0,0.3,95.4,72.8,22.6,4.3,1.6,2.7,0.3,57.8,14.8,86.1,6.2,7.1,5.5,65.3,8.2,59.6,46.9,11.7,10.3,4.1,85.8,10.8,2.6,1.8,0.7,0.8,45.4,48.1,6.5,96.0,43.6,46.2,6.3,4.0,1.9
2,52.1,42.5,5.4,96.2,50.2,40.8,5.3,3.8,2.0,1.7,0.1,8.1,0.3,4.3,0.8,9.2,0.7,0.9,75.0,0.6,0.5,0.2,2.1,0.1,0.8,0.6,0.1,87.5,8.0,0.1,10.5,0.2,7.2,36.7,42.0,3.0,0.5,1.2,26.6,31.4,20.6,12.0,4.5,3.7,2.2,6.4,12.5,26.1,22.7,25.2,4.8,83.8,14.3,1.8,10.2,69.1,16.8,3.4,0.4,0.1,66.7,4.2,0.1,0.1,8.1,19.9,0.0,0.0,0.0,0.9,93.8,5.2,1.1,98.3,1.0,0.2,0.1,0.1,0.3,93.4,72.6,13.3,1.8,4.1,0.2,1.3,0.0,0.1,6.6,0.6,6.1,86.9,8.6,4.4,68.9,25.1,6.1,5.3,1.0,6.0,0.3,8.5,77.7,0.0,0.9,0.0,0.3,98.1,85.4,12.7,1.6,0.7,0.9,0.3,61.9,14.2,90.4,9.6,9.5,6.4,64.4,12.1,49.9,50.2,15.1,15.8,3.0,89.8,7.7,1.8,1.2,0.6,0.7,52.1,42.5,5.4,96.2,50.2,40.8,5.3,3.8,2.0
0,36.2,55.7,8.1,96.6,35.0,53.7,7.9,3.4,1.2,2.0,0.2,9.3,0.3,42.0,4.5,18.1,0.8,0.9,23.8,0.4,1.2,0.2,9.4,0.1,1.2,1.0,0.0,82.3,4.4,0.3,58.2,0.2,6.7,8.2,25.7,0.9,0.1,1.1,22.4,35.5,21.0,11.5,4.5,4.0,1.3,4.4,9.0,19.8,22.6,34.0,9.0,97.3,1.6,1.1,8.9,62.8,21.4,5.6,1.0,0.2,7.9,3.2,0.3,0.1,49.5,36.1,0.0,0.1,0.0,2.8,89.2,7.8,2.9,92.1,4.8,0.2,0.3,0.4,2.1,64.8,7.0,26.9,5.7,22.3,2.0,0.5,0.0,0.4,35.2,0.9,34.3,45.4,32.8,21.8,8.5,72.5,19.0,7.2,7.1,50.5,0.2,0.7,31.2,0.0,2.8,0.1,0.3,93.2,55.8,37.4,6.6,1.9,4.7,0.3,49.2,17.3,79.7,1.6,3.7,3.7,70.9,2.4,69.4,42.6,7.2,2.9,6.1,83.1,12.1,4.1,3.3,0.8,0.7,36.2,55.7,8.1,96.6,35.0,53.7,7.9,3.4,1.2
1,37.9,54.1,7.9,96.8,36.7,52.2,7.8,3.2,1.2,1.9,0.2,9.6,0.3,38.8,4.3,17.1,0.8,0.9,27.8,0.4,1.1,0.2,8.8,0.1,1.1,1.0,0.0,82.6,4.7,0.3,53.7,0.2,7.0,10.5,27.5,1.1,0.1,1.0,22.4,35.1,21.3,11.6,4.5,4.0,1.4,4.5,9.2,20.2,22.6,33.3,8.8,96.4,2.5,1.1,9.0,63.1,21.1,5.5,1.0,0.2,10.1,3.6,0.2,0.1,46.4,36.9,0.0,0.1,0.0,2.6,89.9,7.4,2.7,92.8,4.4,0.2,0.3,0.4,2.0,67.8,13.6,26.2,5.2,20.2,1.8,0.5,0.0,0.4,32.2,0.8,31.4,49.6,30.3,20.1,14.3,68.2,17.5,7.4,6.4,45.5,0.2,0.9,36.8,0.0,2.5,0.1,0.3,93.7,58.8,35.0,6.0,1.7,4.3,0.3,50.2,17.9,80.7,2.1,4.4,3.9,70.5,3.1,67.0,42.8,7.9,4.0,6.0,83.2,12.1,4.0,3.2,0.8,0.7,37.9,54.1,7.9,96.8,36.7,52.2,7.8,3.2,1.2
2,49.3,43.6,7.1,97.7,48.2,42.5,7.1,2.3,1.1,1.1,0.1,12.1,0.5,17.0,3.3,9.9,0.9,1.0,55.1,0.2,0.7,0.2,5.0,0.1,1.0,1.3,0.0,85.0,6.5,0.2,23.4,0.1,8.4,26.0,39.4,2.6,0.1,1.0,23.0,32.4,23.1,12.4,4.6,3.5,1.8,5.2,10.5,22.9,22.8,29.0,7.8,89.9,8.7,1.4,10.0,65.4,18.9,4.8,0.8,0.2,24.7,6.1,0.1,0.1,26.0,42.0,0.0,0.1,0.0,1.0,94.3,4.2,1.5,97.3,1.4,0.1,0.1,0.1,0.9,87.7,58.4,21.4,1.5,5.8,0.3,0.3,0.0,0.0,12.3,0.3,12.0,77.5,13.5,9.0,53.2,38.9,8.0,8.4,1.6,12.1,0.3,2.2,74.5,0.0,0.7,0.0,0.2,97.6,79.0,18.6,2.2,0.8,1.4,0.2,57.2,21.6,87.0,5.9,9.3,5.3,67.9,7.7,51.1,44.2,12.4,11.6,5.0,84.3,12.0,3.3,2.5,0.7,0.4,49.3,43.6,7.1,97.7,48.2,42.5,7.1,2.3,1.1
0,58.4,35.6,6.0,94.8,55.5,33.6,5.8,5.2,2.9,2.0,0.3,8.0,0.2,4.5,1.0,8.7,0.7,1.4,75.2,0.3,0.8,0.2,4.5,0.0,1.0,1.4,0.0,88.2,3.7,0.1,19.7,0.1,3.0,6.4,67.3,3.4,0.2,1.0,16.5,30.0,22.6,15.7,7.4,6.8,2.4,5.4,9.6,22.5,23.1,29.5,7.4,96.0,2.5,1.5,9.6,63.3,21.1,5.0,0.8,0.2,49.1,4.6,0.9,3.6,26.4,13.8,0.2,0.2,0.1,1.3,76.5,16.5,7.0,97.1,2.2,0.1,0.2,0.1,0.3,56.9,6.2,37.7,2.4,9.8,0.3,0.2,0.0,0.1,43.1,1.3,41.9,64.3,18.6,17.1,8.6,69.5,21.9,40.1,2.2,15.0,0.2,1.2,39.3,0.1,1.5,0.0,0.4,92.3,79.1,13.2,7.3,3.1,4.3,0.4,76.7,12.5,82.1,2.7,5.3,7.3,65.2,12.0,76.0,52.5,9.7,5.4,3.4,89.2,7.1,3.2,2.4,0.8,0.5,58.4,35.6,6.0,94.8,55.5,33.6,5.8,5.2,2.9
1,60.8,33.4,5.8,95.5,58.3,31.7,5.5,4.5,2.5,1.7,0.2,6.9,0.4,3.9,1.4,8.4,0.7,1.3,76.6,0.4,0.9,0.2,3.9,0.0,0.8,1.2,0.1,88.8,3.9,0.1,15.9,0.1,3.0,8.4,67.6,4.8,0.3,1.0,16.5,30.7,23.2,15.2,7.0,6.4,2.8,5.7,10.5,24.2,22.8,27.3,6.8,86.5,10.8,2.7,10.2,65.0,19.4,4.6,0.7,0.1,56.5,4.3,0.7,2.7,21.9,12.4,0.1,0.2,0.1,1.2,81.1,13.4,5.6,97.2,2.0,0.1,0.2,0.2,0.3,66.5,20.2,36.1,2.0,7.6,0.3,0.3,0.0,0.1,33.5,1.3,32.2,71.4,14.7,14.0,19.9,62.6,17.5,31.5,1.9,11.6,0.3,1.8,51.0,0.1,1.5,0.0,0.3,93.8,81.8,12.0,5.9,2.3,3.5,0.3,78.4,13.6,84.3,5.0,8.2,7.0,64.4,14.7,71.9,54.4,13.0,10.3,3.2,90.2,6.1,3.1,2.0,1.0,0.5,60.8,33.4,5.8,95.5,58.3,31.7,5.5,4.5,2.5
2,67.3,27.6,5.0,97.3,65.7,26.6,4.9,2.7,1.6,1.1,0.1,4.3,0.7,2.2,2.5,7.8,0.5,1.2,80.3,0.6,1.2,0.4,2.3,0.0,0.3,0.6,0.1,90.4,4.3,0.2,6.0,0.2,2.8,13.6,68.6,8.5,0.5,0.9,16.5,32.5,24.9,13.6,6.0,5.6,3.9,6.5,12.7,28.6,21.9,21.4,5.1,61.8,32.4,5.8,11.8,69.4,14.9,3.4,0.5,0.1,75.7,3.7,0.2,0.2,10.1,8.9,0.1,0.2,0.1,0.9,92.9,5.3,1.8,97.4,1.6,0.0,0.1,0.7,0.2,91.7,56.6,32.0,0.8,1.8,0.1,0.3,0.0,0.1,8.3,1.4,6.9,89.7,4.4,5.8,49.3,44.7,6.0,9.1,0.9,2.7,0.5,3.5,81.6,0.0,1.3,0.0,0.3,97.6,88.7,8.9,2.1,0.5,1.6,0.3,82.9,16.3,89.9,11.0,15.8,6.0,62.5,21.6,61.3,59.5,21.7,23.1,2.6,93.0,3.5,2.7,1.1,1.6,0.8,67.3,27.6,5.0,97.3,65.7,26.6,4.9,2.7,1.6
0,49.6,43.2,7.3,93.5,45.9,40.6,7.0,6.5,3.7,2.6,0.3,21.5,0.4,7.7,2.9,9.0,0.7,3.3,54.1,0.4,1.5,0.0,6.3,0.1,0.9,0.8,0.2,82.3,7.8,0.1,25.8,0.1,4.5,8.0,59.2,2.1,0.2,1.0,21.3,27.9,21.7,15.0,6.8,6.4,2.6,5.4,9.2,22.0,22.7,29.8,8.4,89.8,7.6,2.6,8.5,62.4,21.8,6.0,1.0,0.3,57.9,8.9,0.2,0.8,19.2,11.1,0.0,0.0,0.0,1.8,81.0,13.9,5.1,96.0,2.9,0.1,0.2,0.2,0.7,60.7,7.4,34.4,4.3,13.7,0.4,0.4,0.0,0.2,39.3,2.2,37.1,71.5,15.0,13.4,11.7,80.0,8.2,15.4,2.6,35.1,0.4,3.3,41.7,0.0,1.0,0.1,0.4,92.0,74.7,17.3,7.5,2.6,4.9,0.4,67.7,12.6,82.2,2.2,6.0,6.0,68.3,7.0,71.4,51.4,11.4,5.4,3.7,74.3,20.7,4.5,3.2,1.4,0.5,49.6,43.2,7.3,93.5,45.9,40.6,7.0,6.5,3.7
1,62.9,31.9,5.2,96.2,60.8,30.4,5.1,3.8,2.1,1.5,0.2,11.2,0.4,3.9,1.6,5.4,1.2,3.2,72.7,0.4,0.9,0.2,4.0,0.1,0.7,0.8,0.1,85.7,7.5,0.1,13.6,0.1,3.3,23.5,52.3,6.9,0.3,1.1,20.9,25.9,23.8,16.2,6.1,6.1,3.1,7.5,12.9,26.0,20.8,23.7,6.0,77.8,19.1,3.1,9.7,66.9,18.1,4.5,0.7,0.1,73.0,6.8,0.1,0.4,11.6,6.9,0.0,0.0,0.0,1.1,86.8,10.3,3.0,97.2,2.0,0.1,0.1,0.2,0.5,79.1,37.8,27.5,2.9,10.1,0.2,0.3,0.0,0.3,20.9,1.5,19.4,83.7,8.1,8.2,40.1,52.5,7.4,10.3,1.4,15.9,0.2,3.8,66.8,0.0,1.0,0.1,0.4,95.4,81.9,13.5,4.2,1.5,2.6,0.4,76.8,20.8,86.7,13.2,12.6,7.1,66.5,14.2,60.3,57.1,24.9,22.3,2.5,85.5,11.3,2.7,1.8,0.9,0.5,62.9,31.9,5.2,96.2,60.8,30.4,5.1,3.8,2.1
2,72.5,23.7,3.8,98.2,71.5,23.0,3.7,1.8,1.0,0.8,0.1,3.8,0.4,1.2,0.7,2.8,1.5,3.1,86.0,0.4,0.4,0.3,2.4,0.0,0.5,0.8,0.1,88.2,7.2,0.1,4.9,0.1,2.4,34.6,47.3,10.3,0.4,1.1,20.7,24.4,25.3,17.0,5.6,5.8,3.5,9.0,15.6,28.8,19.4,19.4,4.3,69.2,27.3,3.5,10.6,70.2,15.3,3.3,0.4,0.1,83.9,5.3,0.1,0.0,6.2,3.8,0.0,0.0,0.0,0.6,91.0,7.6,1.5,98.1,1.3,0.0,0.1,0.2,0.3,92.4,59.8,22.4,1.8,7.4,0.2,0.3,0.0,0.5,7.6,1.0,6.6,92.4,3.1,4.4,60.5,32.7,6.8,6.6,0.6,2.0,0.1,4.2,84.9,0.0,1.0,0.1,0.4,97.9,87.2,10.7,1.7,0.7,1.0,0.4,83.4,26.7,89.9,21.1,17.5,7.8,65.1,19.3,52.3,61.2,34.7,34.5,1.7,93.6,4.5,1.4,0.8,0.6,0.5,72.5,23.7,3.8,98.2,71.5,23.0,3.7,1.8,1.0
0,48.2,45.7,6.1,87.7,42.2,39.9,5.6,12.3,6.0,5.8,0.5,6.7,0.1,20.2,1.5,44.2,0.7,1.2,24.5,0.7,0.3,0.1,3.0,0.1,0.9,1.2,0.0,90.4,3.8,0.1,33.4,0.1,24.4,15.0,25.3,1.7,0.1,0.7,19.8,33.9,23.5,13.0,5.1,3.9,2.2,5.3,10.3,22.2,22.5,29.8,7.7,97.3,1.7,1.0,8.5,61.5,23.0,5.8,0.9,0.2,19.7,14.0,0.2,0.1,13.3,49.1,0.0,0.1,0.2,3.2,76.9,16.2,6.9,96.7,2.1,0.1,0.1,0.4,0.7,78.6,4.1,23.3,6.3,39.1,5.3,0.3,0.0,0.1,21.4,3.5,18.0,75.1,13.3,11.6,7.3,78.4,14.3,9.7,6.3,48.9,0.1,1.0,29.6,0.0,3.9,0.1,0.4,92.6,61.3,31.3,6.9,2.7,4.2,0.4,62.2,9.5,75.5,2.0,4.5,10.7,49.9,18.5,80.4,45.8,10.2,4.4,4.8,90.0,8.0,1.1,0.9,0.2,0.9,48.2,45.7,6.1,87.7,42.2,39.9,5.6,12.3,6.0
1,52.2,42.2,5.7,90.4,47.4,37.8,5.3,9.6,4.8,4.4,0.4,6.3,0.2,15.6,1.3,37.2,0.8,1.2,36.8,0.6,0.3,0.2,2.9,0.1,0.8,1.1,0.0,90.4,4.1,0.1,26.6,0.1,20.8,20.7,29.2,2.4,0.2,0.8,20.6,33.0,23.4,13.2,5.1,3.9,2.2,5.4,10.6,22.9,22.4,29.0,7.4,93.8,4.8,1.4,8.7,63.2,21.7,5.4,0.8,0.2,34.4,13.5,0.1,0.1,10.5,38.5,0.0,0.1,0.1,2.6,81.4,13.3,5.3,97.3,1.6,0.1,0.1,0.3,0.6,82.8,17.6,24.4,5.1,31.1,4.2,0.3,0.0,0.1,17.2,2.7,14.5,78.9,11.2,9.9,15.4,71.7,12.9,9.1,4.7,38.0,0.1,1.5,43.1,0.0,3.0,0.1,0.4,94.1,67.0,27.1,5.5,2.2,3.3,0.4,61.8,9.1,78.0,3.4,6.4,9.5,53.1,17.9,76.6,46.8,11.2,7.3,4.4,90.7,7.3,1.3,1.0,0.3,0.7,52.2,42.2,5.7,90.4,47.4,37.8,5.3,9.6,4.8
